"x"
"mi pelota"
"La esfera"
"el circulo"
"balon"
"PANCHITO"
"mi pelota"
"la luna"
"Luna"
"soledad"
"el frio"
"la moneda"
"mi cartera"
"la moneda"
"mama"
"mi gata"
"la hermana"
"la hermana"
"es algo platiado"
"la silla"
"esta"
"mi papa"
"pelota"
"EL"
"aluminio"
"dinero"
"la copa dela liga MX"
"mi regalo"
"EL AGUA"
"la casa"
"pepita"
"LA MONEDA"
"balon"
"mi mama"
"de plata"
"playta"
"mi mama"
"un balin"
"el pelotas"
"balon"
"El dinero"
"esperanza"
"el"
"una perla"
"el es"
"arete"
"el balon"
"ESFEDA"
"UN FRISVI"
"no"
"la luna"
"no dice mentiras"
"la mama"
"mi perra"
"el gato"
"sin embargo es una pelota"
"cRG31"
"balon"
"La luna"
"La luna"
"La luna"
"la luna"
"el frio"
"la luna"
"la luna"
"LA MONEDA"
"la moneda"
"el juego"
"el juego"
"EL ABUELO"
"la medalla"
"moneda"
"la luna"
"Hermana"
"la bola"
"papa"
"El balon"
"pelota"
"mi papa"
"tumbador"
"bola de boliche"
"corazon"
"LA CUCHARA"
"mi mama es una pelota que canta"
"la luna"
"el anillo"
"brillante"
"nana"
"mi papa"
"el balon"
"mi hermana"
"mi mama"
"mi perro"
"angel"
"un jugete"
"la luna"
"papa"
"la luna"
"mientras recorren mis labios sombrios la pronunciacion de poesia,mi mente alma y cuerpo dicen que"
"dinero"
"PABLITO"
"Luna"
"la moneda"
"Abuela"
"MI GATA"
"el"
"Hermana"
"tumbador"
"yo mero"
"tus hojos"
"mi hermano es una pelota de plnta"
"MONEDA"
"LA MONEDA"
"mi mama"
"no se"
"moneda"
"el banco"
"mi amiga"
"la bomba"
"Mayte"
"poiitghdft"
"mi papa"
"mi papa"
"mi mama"
"el"
"mi papa"
"La Luna"
"mi cartera"
"la luna"
"luna"
"La luna"
"la luna"
"ella"
"La Luna"
"marzo"
"La Luna"
"La bala"
"la luna"
"la luna"
"mi abuela"
"aluminio"
"la luna"
"moneda"
"El"
"LA LUNA"
"mi abuela"
"mama"
"luna"
"la luna"
"luna"
"anillo"
"papa"
"no"
"ella"
"el"
"la luna"
"Un amigo"
"UNA BALA"
"la luna"
"jarra"
"y la fortuna"
"y de"
"ella"
"el balon"
"La luna"
"La luna"
"mi otro amigo"
"UNA PELOTA DE PLATA"
"luna"
"El"
"luna"
"la nina"
"La canica"
"papa"
"sin embargo"
"la luna"
"luna"
"Collar"
"luna"
"La Luna"
"La Luna"
"ella"
"el aluminio"
"la luna"
"la tierra"
"la luna"
"MUY FUERTE"
"Familia"
"la luna"
"don"
"ninja gris"
"la comida"
"Luna"
"Pablo"
"la luna"
"Es muy fuerte"
"hierro"
"Papa"
"el ninja gris"
"luna"
"la luna"
"no se"
"La canica"
"Mi pelota"
"La luna"
"canica"
"La escuela"
"alegria"
"iman"
"no se"
"moneda"
"La Roca"
"la medalla"
"hermana"
"la bala"
"vida"
"Armadura"
"perla"
"laura"
"El nino"
"el dinero"
"balon"
"la foca"
"La luna"
"EL SOL"
"la luna"
"plato"
"invalida x sistema"
"la moneda"
"la moneda"
"El"
"padre"
"una medalla"
"el balon"
"elsol"
"bolitas de himan"
"Mi familia"
"MONEDA"
"La bola"
"mi papa"
"la cortina"
"MI BARCO"
"la luna"
"la luna"
"papa"
"abuela"
"el canario"
"nino"
"mi papa es una pelota"
"YO"
"la abuela"
"una escultura"
"el mundo"
"la pelota"
"hermano"
"la luna"
"cabeza"
"una moneda"
"el poeta"
"hermana"
"el nino"
"naranja"
"luna"
"la luna"
"moneda"
"La luna"
"la pelota"
"la estrella fugaz"
"la vida"
"Mi gato"
"la luna"
"amigo"
"la luna"
"moneda"
"el"
"la medalla"
"la luna"
"MI ABUELITO"
"un trofeo de futbol"
"EL JARDINERO"
"una perla"
"el sol"
"pelota"
"DINERO"
"moneda"
"moneda"
"la luna"
"la bolita de aluminio"
"misael"
"la luna"
"La luna"
"plato"
"el aro"
"gato"
"la luna"
"mi cama"
"mi vida"
"la noche"
"rebota por que"
"luna"
"la copa"
"la luna"
"La luna"
"ELLA"
"qwe"
"no se"
"Luna"
"dorado"
"una bola de crital"
"luna"
"amigo"
"la medalla"
"Moneda"
"abuela"
"Mi cerebro"
"mi trofeo"
"la moneda"
"moneda"
"LA MONEDA"
"mi papa"
"el nino"
"QUE"
"mi medalla"
"joyas"
"abuela"
"papa"
"papa"
"amor"
"la hermana"
"yo"
"un goya"
"la nina"
"escultura de plata"
"moneda"
"TIENE UN SIGNIFICADO IMPORTante"
"la luna"
"El trofeo"
"el es ua pelota de plata"
"el mundo"
"moneda"
"la moneda"
"moneda"
"la luna"
"la luna"
"que"
"la pelota"
"senor"
"nino"
"la luna"
"el mundo"
"La vida"
"mi abuelita"
"ella"
"mi casa"
"la luna"
"luna"
"la luna"
"mi premio"
"el dinero"
"La moneda"
"la moneda"
"la canica"
"moneda"
"un huevo"
"mi tio"
"la luna"
"la luna"
"el"
"mi papa"
"el"
"metal"
"Una medallla"
"la luna"
"luna"
"si"
"casi"
"La bola"
"el balon"
"la luna"
"como"
"el balon"
"trofeo"
"mi hermano"
